Membership Type,LongTrip,Lat,Long,Year,Month,Temp,TripCount,Month_Jan,Month_Feb,Month_Mar,Month_Apr,Month_May,Month_Jun,Month_Jul,Month_Aug,Month_Sep,Month_Oct,Month_Nov,Month_Dec
Walk Up,1,30.26933,-97.74736,2017,7,86.9,50,0,0,0,0,0,0,1,0,0,0,0,0
U.T. Student Membership,1,30.26686,-97.74945,2018,5,79.2,40,0,0,0,0,1,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26458,-97.75716,2020,11,63.2,13,0,0,0,0,0,0,0,0,0,0,1,0
Local30,0,30.264341,-97.740441,2017,8,84.4,20,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,1,30.25116,-97.74908,2021,6,80.3,6,0,0,0,0,0,1,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),1,30.27972,-97.74232,2014,3,56.7,162,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,1,30.26768,-97.74147,2016,7,86.4,160,0,0,0,0,0,0,1,0,0,0,0,0
U.T. Student Membership,0,30.26204,-97.76143,2018,8,86.6,6,0,0,0,0,0,0,0,1,0,0,0,0
Local365,1,30.27267,-97.74083,2019,3,58.6,1,0,0,1,0,0,0,0,0,0,0,0,0
Local365,1,30.26873,-97.74521,2018,1,46.6,3,1,0,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.26686,-97.74945,2018,4,64.8,50,0,0,0,1,0,0,0,0,0,0,0,0
Walk Up,0,30.26476,-97.73152,2018,9,80.4,4,0,0,0,0,0,0,0,0,1,0,0,0
Walk Up,0,30.268999,-97.766563,2016,11,64.6,81,0,0,0,0,0,0,0,0,0,0,1,0
Local30,0,30.26871,-97.72795,2017,8,84.4,1,0,0,0,0,0,0,0,1,0,0,0,0
U.T. Student Membership,1,30.25627,-97.71013,2019,1,50.1,2,1,0,0,0,0,0,0,0,0,0,0,0
Local30,1,30.27329,-97.73821,2019,4,68.2,1,0,0,0,1,0,0,0,0,0,0,0,0
Explorer,1,30.27646,-97.7719,2017,7,86.9,9,0,0,0,0,0,0,1,0,0,0,0,0
Local365,0,30.26924,-97.73968,2017,1,55.4,20,1,0,0,0,0,0,0,0,0,0,0,0
Local365,0,30.29058,-97.7429,2021,3,62.4,187,0,0,1,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.268999,-97.766563,2019,3,58.6,8,0,0,1,0,0,0,0,0,0,0,0,0
Local30,0,30.26976,-97.75316,2018,6,85.4,34,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,0,30.26441,-97.73051,2016,3,63.5,2,0,0,1,0,0,0,0,0,0,0,0,0
Weekender,0,30.28063,-97.73813,2017,2,63.7,12,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.268999,-97.766563,2017,6,83.4,8,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,1,30.28063,-97.73813,2015,12,55.2,1,0,0,0,0,0,0,0,0,0,0,0,1
U.T. Student Membership,0,30.26498,-97.7466,2018,2,55.5,8,0,1,0,0,0,0,0,0,0,0,0,0
Local31,1,30.26396,-97.73363,2020,9,77.0,14,0,0,0,0,0,0,0,0,1,0,0,0
Walk Up,0,30.26686,-97.74945,2015,7,83.1,42,0,0,0,0,0,0,1,0,0,0,0,0
Local30,1,30.26976,-97.75316,2018,1,46.6,37,1,0,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.26458,-97.75716,2015,7,83.1,1,0,0,0,0,0,0,1,0,0,0,0,0
Weekender,0,30.26836,-97.73651,2016,1,49.3,2,1,0,0,0,0,0,0,0,0,0,0,0
Local365,1,30.268999,-97.766563,2021,8,82.2,13,0,0,0,0,0,0,0,1,0,0,0,0
Local365,1,30.26619,-97.743477,2018,2,55.5,13,0,1,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.28365,-97.73955,2021,6,80.3,18,0,0,0,0,0,1,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),1,30.25866,-97.74848,2014,8,85.4,209,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.28533,-97.74652,2020,3,67.5,21,0,0,1,0,0,0,0,0,0,0,0,0
Local365,0,30.26976,-97.75316,2021,9,78.9,62,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,1,30.24892,-97.74992,2022,2,46.8,9,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.25893,-97.71469,2015,4,69.5,1,0,0,0,1,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.28382,-97.74196,2020,10,69.6,6,0,0,0,0,0,0,0,0,0,1,0,0
U.T. Student Membership,0,30.25578,-97.73991,2019,9,85.3,1,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,0,30.26719,-97.74695,2015,2,49.2,4,0,1,0,0,0,0,0,0,0,0,0,0
Local30,0,30.26768,-97.74147,2018,4,64.8,55,0,0,0,1,0,0,0,0,0,0,0,0
Local365,1,30.26539,-97.74801,2019,1,50.1,9,1,0,0,0,0,0,0,0,0,0,0,0
Local30,1,30.24892,-97.74992,2017,4,70.7,3,0,0,0,1,0,0,0,0,0,0,0,0
Explorer,1,30.25527,-97.71635,2016,6,82.0,3,0,0,0,0,0,1,0,0,0,0,0,0
Weekender,1,30.24892,-97.74992,2017,8,84.4,26,0,0,0,0,0,0,0,1,0,0,0,0
24 Hour Walk Up Pass,1,30.25976,-97.74932,2018,11,55.8,14,0,0,0,0,0,0,0,0,0,0,1,0
Local30,0,30.25527,-97.71635,2018,2,55.5,6,0,1,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26204,-97.76143,2016,6,82.0,127,0,0,0,0,0,1,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26043,-97.73935,2019,11,56.8,3,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,1,30.26498,-97.7466,2015,2,49.2,194,0,1,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26396,-97.73363,2015,2,49.2,51,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,1,30.26933,-97.74736,2017,10,68.7,22,0,0,0,0,0,0,0,0,0,1,0,0
Local31,1,30.26708,-97.75014,2021,2,47.4,24,0,1,0,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26458,-97.75716,2021,3,62.4,7,0,0,1,0,0,0,0,0,0,0,0,0
Local30,0,30.28063,-97.73813,2015,8,84.2,12,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.27267,-97.74083,2016,11,64.6,36,0,0,0,0,0,0,0,0,0,0,1,0
Local30,0,30.26291,-97.75765,2015,1,46.0,2,1,0,0,0,0,0,0,0,0,0,0,0
Weekender,1,30.26708,-97.75014,2017,7,86.9,3,0,0,0,0,0,0,1,0,0,0,0,0
Local30,0,30.27972,-97.74232,2018,1,46.6,3,1,0,0,0,0,0,0,0,0,0,0,0
Local30,0,30.28382,-97.74196,2016,11,64.6,11,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,0,30.25527,-97.71635,2016,1,49.3,32,1,0,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26619,-97.743477,2015,5,74.0,159,0,0,0,0,1,0,0,0,0,0,0,0
Weekender,1,30.26498,-97.7466,2015,6,79.1,5,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,1,30.26768,-97.74147,2017,2,63.7,10,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.25218,-97.7487,2018,1,46.6,2,1,0,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.25627,-97.71013,2018,5,79.2,2,0,0,0,0,1,0,0,0,0,0,0,0
Explorer,0,30.26933,-97.74736,2015,3,58.2,5,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,0,30.264299,-97.744202,2016,3,63.5,298,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,1,30.26498,-97.7466,2015,9,80.5,3,0,0,0,0,0,0,0,0,1,0,0,0
Local365,1,30.264299,-97.744202,2017,4,70.7,7,0,0,0,1,0,0,0,0,0,0,0,0
Local30,1,30.28063,-97.73813,2017,7,86.9,5,0,0,0,0,0,0,1,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),0,30.26539,-97.74801,2014,6,81.8,84,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,1,30.25527,-97.71635,2017,1,55.4,12,1,0,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.24329,-97.72277,2018,4,64.8,39,0,0,0,1,0,0,0,0,0,0,0,0
Explorer,0,30.25578,-97.73991,2020,3,67.5,10,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,1,30.26873,-97.74521,2017,11,63.9,4,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,0,30.26805,-97.7428,2017,11,63.9,39,0,0,0,0,0,0,0,0,0,0,1,0
Weekender,0,30.26805,-97.7428,2018,8,86.6,4,0,0,0,0,0,0,0,1,0,0,0,0
Local30,1,30.28063,-97.73813,2016,11,64.6,3,0,0,0,0,0,0,0,0,0,0,1,0
Weekender,0,30.26709,-97.73933,2017,2,63.7,12,0,1,0,0,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.26993,-97.74212,2018,4,64.8,31,0,0,0,1,0,0,0,0,0,0,0,0
Walk Up,1,30.25893,-97.71469,2018,8,86.6,9,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,1,30.26539,-97.74801,2015,5,74.0,9,0,0,0,0,1,0,0,0,0,0,0,0
Local31,0,30.25578,-97.73991,2022,1,47.2,20,1,0,0,0,0,0,0,0,0,0,0,0
Local365,1,30.26074,-97.75784,2015,5,74.0,12,0,0,0,0,1,0,0,0,0,0,0,0
Local30,0,30.24892,-97.74992,2018,9,80.4,6,0,0,0,0,0,0,0,0,1,0,0,0
Local30,1,30.26805,-97.7428,2019,9,85.3,3,0,0,0,0,0,0,0,0,1,0,0,0
Local365,0,30.25527,-97.71635,2021,10,71.4,9,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,1,30.26924,-97.73968,2015,3,58.2,138,0,0,1,0,0,0,0,0,0,0,0,0
Local30,0,30.26458,-97.75716,2017,11,63.9,29,0,0,0,0,0,0,0,0,0,0,1,0
Local30,1,30.25116,-97.74908,2015,3,58.2,2,0,0,1,0,0,0,0,0,0,0,0,0
Local365,1,30.25218,-97.7487,2016,3,63.5,16,0,0,1,0,0,0,0,0,0,0,0,0
Local30,1,30.26458,-97.75716,2018,11,55.8,8,0,0,0,0,0,0,0,0,0,0,1,0
Local365,0,30.26386,-97.76365,2021,6,80.3,38,0,0,0,0,0,1,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.24251,-97.71755,2019,7,84.2,5,0,0,0,0,0,0,1,0,0,0,0,0
Weekender,0,30.2598,-97.72341,2017,1,55.4,4,1,0,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26871,-97.72795,2015,8,84.2,31,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.264341,-97.740441,2017,8,84.4,54,0,0,0,0,0,0,0,1,0,0,0,0
Walk Up,1,30.26873,-97.74521,2017,9,78.3,38,0,0,0,0,0,0,0,0,1,0,0,0
Local31,1,30.26043,-97.73935,2021,5,72.4,15,0,0,0,0,1,0,0,0,0,0,0,0
Local365,0,30.26887,-97.72432,2020,5,76.1,4,0,0,0,0,1,0,0,0,0,0,0,0
Local30,0,30.26976,-97.75316,2015,12,55.2,52,0,0,0,0,0,0,0,0,0,0,0,1
U.T. Student Membership,1,30.24329,-97.72277,2020,3,67.5,3,0,0,1,0,0,0,0,0,0,0,0,0
U.T. Student Membership,0,30.28382,-97.74196,2018,10,69.5,1031,0,0,0,0,0,0,0,0,0,1,0,0
Local30,1,30.26458,-97.75716,2019,8,87.2,3,0,0,0,0,0,0,0,1,0,0,0,0
Local31,0,30.26708,-97.75014,2021,12,62.7,43,0,0,0,0,0,0,0,0,0,0,0,1
Explorer,0,30.28382,-97.74196,2019,10,69.8,2,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,1,30.26993,-97.74212,2016,3,63.5,3,0,0,1,0,0,0,0,0,0,0,0,0
Local30,1,30.264299,-97.744202,2016,9,80.5,6,0,0,0,0,0,0,0,0,1,0,0,0
U.T. Student Membership,1,30.27329,-97.73821,2018,5,79.2,22,0,0,0,0,1,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.27206,-97.73866,2019,11,56.8,2,0,0,0,0,0,0,0,0,0,0,1,0
Local30,1,30.26873,-97.74521,2018,12,52.5,1,0,0,0,0,0,0,0,0,0,0,0,1
Local365,1,30.26805,-97.7428,2020,3,67.5,1,0,0,1,0,0,0,0,0,0,0,0,0
Local365,1,30.25578,-97.73991,2019,6,82.3,15,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,1,30.28533,-97.74652,2020,8,87.0,1,0,0,0,0,0,0,0,1,0,0,0,0
Explorer,0,30.264341,-97.740441,2019,3,58.6,8,0,0,1,0,0,0,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),1,30.26011,-97.73829,2014,3,56.7,697,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,1,30.25527,-97.71635,2020,7,86.5,1,0,0,0,0,0,0,1,0,0,0,0,0
Walk Up,1,30.27972,-97.74232,2018,6,85.4,24,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,1,30.260241,-97.753822,2017,11,63.9,79,0,0,0,0,0,0,0,0,0,0,1,0
Local365,1,30.26256,-97.76215,2015,11,61.0,4,0,0,0,0,0,0,0,0,0,0,1,0
U.T. Student Membership,1,30.27363,-97.75168,2020,4,67.2,1,0,0,0,1,0,0,0,0,0,0,0,0
Local30,0,30.26498,-97.7466,2017,8,84.4,41,0,0,0,0,0,0,0,1,0,0,0,0
Student Membership,0,30.28533,-97.74652,2021,5,72.4,72,0,0,0,0,1,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.26476,-97.73152,2019,6,82.3,4,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,0,30.27691,-97.75156,2016,2,56.6,26,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,0,30.26204,-97.76143,2015,7,83.1,89,0,0,0,0,0,0,1,0,0,0,0,0
Walk Up,0,30.26871,-97.72795,2016,8,83.0,17,0,0,0,0,0,0,0,1,0,0,0,0
Local31,0,30.26386,-97.76365,2021,8,82.2,7,0,0,0,0,0,0,0,1,0,0,0,0
Local365,1,30.26256,-97.76215,2021,10,71.4,7,0,0,0,0,0,0,0,0,0,1,0,0
Local365,1,30.28382,-97.74196,2015,11,61.0,11,0,0,0,0,0,0,0,0,0,0,1,0
Explorer,0,30.26024,-97.77379,2019,9,85.3,1,0,0,0,0,0,0,0,0,1,0,0,0
Local365,1,30.27972,-97.74232,2015,10,71.9,1,0,0,0,0,0,0,0,0,0,1,0,0
Walk Up,1,30.26976,-97.75316,2017,4,70.7,176,0,0,0,1,0,0,0,0,0,0,0,0
Weekender,0,30.26768,-97.74147,2018,8,86.6,13,0,0,0,0,0,0,0,1,0,0,0,0
Walk Up,1,30.26871,-97.72795,2017,6,83.4,42,0,0,0,0,0,1,0,0,0,0,0,0
U.T. Student Membership,0,30.26979,-97.7308,2018,8,86.6,8,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.26476,-97.73152,2021,5,72.4,34,0,0,0,0,1,0,0,0,0,0,0,0
Local365,0,30.26709,-97.73933,2019,11,56.8,2,0,0,0,0,0,0,0,0,0,0,1,0
Local365,0,30.27329,-97.73821,2015,4,69.5,4,0,0,0,1,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.26768,-97.74147,2020,2,52.5,12,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,1,30.264341,-97.740441,2016,11,64.6,15,0,0,0,0,0,0,0,0,0,0,1,0
Explorer,1,30.26476,-97.73152,2017,4,70.7,2,0,0,0,1,0,0,0,0,0,0,0,0
Local30,0,30.26993,-97.74212,2019,6,82.3,15,0,0,0,0,0,1,0,0,0,0,0,0
Student Membership,0,30.28365,-97.73955,2021,4,65.2,16,0,0,0,1,0,0,0,0,0,0,0,0
Weekender,0,30.260241,-97.753822,2015,7,83.1,3,0,0,0,0,0,0,1,0,0,0,0,0
Local31,0,30.26024,-97.77379,2021,12,62.7,12,0,0,0,0,0,0,0,0,0,0,0,1
Local30,1,30.26686,-97.74945,2019,7,84.2,2,0,0,0,0,0,0,1,0,0,0,0,0
Local30,1,30.27972,-97.74232,2018,9,80.4,2,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,0,30.26458,-97.75716,2019,4,68.2,8,0,0,0,1,0,0,0,0,0,0,0,0
Local365,1,30.26836,-97.73651,2014,12,53.3,2,0,0,0,0,0,0,0,0,0,0,0,1
Explorer,1,30.2598,-97.72341,2018,5,79.2,19,0,0,0,0,1,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.26256,-97.76215,2021,3,62.4,3,0,0,1,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,0,30.25578,-97.73991,2018,10,69.5,18,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,1,30.25893,-97.71469,2017,12,50.4,4,0,0,0,0,0,0,0,0,0,0,0,1
24 Hour Walk Up Pass,1,30.26024,-97.77379,2021,9,78.9,9,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,1,30.26708,-97.75014,2018,10,69.5,3,0,0,0,0,0,0,0,0,0,1,0,0
Local30,0,30.26396,-97.73363,2018,2,55.5,45,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.26011,-97.73829,2015,12,55.2,1,0,0,0,0,0,0,0,0,0,0,0,1
Explorer,1,30.28382,-97.74196,2016,8,83.0,3,0,0,0,0,0,0,0,1,0,0,0,0
U.T. Student Membership,1,30.27947,-97.74479,2021,12,62.7,1,0,0,0,0,0,0,0,0,0,0,0,1
Weekender,1,30.268999,-97.766563,2017,10,68.7,8,0,0,0,0,0,0,0,0,0,1,0,0
U.T. Student Membership,0,30.28978,-97.74026,2019,12,52.6,31,0,0,0,0,0,0,0,0,0,0,0,1
Walk Up,0,30.27206,-97.73866,2016,3,63.5,72,0,0,1,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.26476,-97.73152,2021,6,80.3,6,0,0,0,0,0,1,0,0,0,0,0,0
24-Hour Kiosk (Austin B-cycle),1,30.27972,-97.74232,2014,6,81.8,80,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,0,30.2425,-97.71722,2020,11,63.2,2,0,0,0,0,0,0,0,0,0,0,1,0
U.T. Student Membership,0,30.29058,-97.7429,2022,2,46.8,28,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.2601,-97.70949,2016,5,73.5,8,0,0,0,0,1,0,0,0,0,0,0,0
Explorer,0,30.26256,-97.76215,2019,2,56.0,5,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,0,30.27267,-97.74083,2017,2,63.7,6,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,0,30.26719,-97.74695,2016,10,73.3,59,0,0,0,0,0,0,0,0,0,1,0,0
Weekender,1,30.26619,-97.743477,2016,8,83.0,3,0,0,0,0,0,0,0,1,0,0,0,0
Local365,1,30.28978,-97.74026,2019,10,69.8,10,0,0,0,0,0,0,0,0,0,1,0,0
U.T. Student Membership,0,30.24329,-97.72277,2020,8,87.0,2,0,0,0,0,0,0,0,1,0,0,0,0
24 Hour Walk Up Pass,1,30.28347,-97.73743,2020,4,67.2,1,0,0,0,1,0,0,0,0,0,0,0,0
Walk Up,0,30.25976,-97.74932,2018,2,55.5,19,0,1,0,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.2425,-97.71722,2021,1,52.4,52,1,0,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26836,-97.73651,2018,5,79.2,22,0,0,0,0,1,0,0,0,0,0,0,0
Walk Up,1,30.26708,-97.75014,2017,3,67.4,86,0,0,1,0,0,0,0,0,0,0,0,0
Student Membership,1,30.268999,-97.766563,2021,11,58.4,10,0,0,0,0,0,0,0,0,0,0,1,0
24 Hour Walk Up Pass,0,30.26539,-97.74801,2019,4,68.2,6,0,0,0,1,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.25891,-97.74624,2018,11,55.8,42,0,0,0,0,0,0,0,0,0,0,1,0
Local365,1,30.260241,-97.753822,2018,8,86.6,14,0,0,0,0,0,0,0,1,0,0,0,0
Walk Up,1,30.26011,-97.73829,2017,6,83.4,234,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,1,30.24892,-97.74992,2017,8,84.4,6,0,0,0,0,0,0,0,1,0,0,0,0
Local365,1,30.28347,-97.73743,2022,2,46.8,8,0,1,0,0,0,0,0,0,0,0,0,0
Local30,0,30.24892,-97.74992,2018,1,46.6,2,1,0,0,0,0,0,0,0,0,0,0,0
Local30,1,30.264299,-97.744202,2015,4,69.5,16,0,0,0,1,0,0,0,0,0,0,0,0
Local365,1,30.28533,-97.74652,2021,12,62.7,13,0,0,0,0,0,0,0,0,0,0,0,1
Student Membership,1,30.24251,-97.71755,2021,8,82.2,4,0,0,0,0,0,0,0,1,0,0,0,0
Local365,0,30.24892,-97.74992,2015,11,61.0,26,0,0,0,0,0,0,0,0,0,0,1,0
24-Hour Kiosk (Austin B-cycle),1,30.28382,-97.74196,2014,11,54.1,90,0,0,0,0,0,0,0,0,0,0,1,0
Local30,0,30.26719,-97.74695,2017,6,83.4,19,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,1,30.26709,-97.73933,2017,11,63.9,3,0,0,0,0,0,0,0,0,0,0,1,0
Local31,0,30.2425,-97.71722,2020,9,77.0,9,0,0,0,0,0,0,0,0,1,0,0,0
Explorer,0,30.26976,-97.75316,2020,2,52.5,2,0,1,0,0,0,0,0,0,0,0,0,0
Local31,1,30.24251,-97.71755,2020,12,52.4,33,0,0,0,0,0,0,0,0,0,0,0,1
Explorer,1,30.26836,-97.73651,2016,6,82.0,2,0,0,0,0,0,1,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.26396,-97.73363,2020,6,81.5,6,0,0,0,0,0,1,0,0,0,0,0,0
Local30,1,30.27972,-97.74232,2015,3,58.2,3,0,0,1,0,0,0,0,0,0,0,0,0
Weekender,1,30.26458,-97.75716,2017,2,63.7,23,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.268999,-97.766563,2017,11,63.9,4,0,0,0,0,0,0,0,0,0,0,1,0
Walk Up,0,30.27206,-97.73866,2018,9,80.4,4,0,0,0,0,0,0,0,0,1,0,0,0
Weekender,0,30.27691,-97.75156,2016,6,82.0,4,0,0,0,0,0,1,0,0,0,0,0,0
Local30,0,30.26993,-97.74212,2015,6,79.1,21,0,0,0,0,0,1,0,0,0,0,0,0
Weekender,0,30.27631,-97.74476,2017,8,84.4,1,0,0,0,0,0,0,0,1,0,0,0,0
Local30,0,30.26902,-97.74629,2017,1,55.4,10,1,0,0,0,0,0,0,0,0,0,0,0
Walk Up,0,30.2642,-97.73294,2016,11,64.6,49,0,0,0,0,0,0,0,0,0,0,1,0
24 Hour Walk Up Pass,1,30.26256,-97.76215,2020,3,67.5,2,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,1,30.26708,-97.75014,2016,1,49.3,96,1,0,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.25627,-97.71013,2018,4,64.8,1,0,0,0,1,0,0,0,0,0,0,0,0
Local365,0,30.26768,-97.74147,2018,6,85.4,105,0,0,0,0,0,1,0,0,0,0,0,0
Local365,1,30.28585,-97.74182,2018,2,55.5,9,0,1,0,0,0,0,0,0,0,0,0,0
Local365,1,30.26871,-97.72795,2017,6,83.4,7,0,0,0,0,0,1,0,0,0,0,0,0
Local365,1,30.26708,-97.75014,2016,1,49.3,22,1,0,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.28947,-97.73681,2020,8,87.0,4,0,0,0,0,0,0,0,1,0,0,0,0
Local365,1,30.24251,-97.71755,2019,12,52.6,4,0,0,0,0,0,0,0,0,0,0,0,1
Local365,0,30.26933,-97.74736,2016,7,86.4,132,0,0,0,0,0,0,1,0,0,0,0,0
Local30,0,30.2603,-97.71864,2015,5,74.0,9,0,0,0,0,1,0,0,0,0,0,0,0
Local365,0,30.26836,-97.73651,2016,6,82.0,42,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,0,30.27206,-97.73866,2019,12,52.6,2,0,0,0,0,0,0,0,0,0,0,0,1
Local365,0,30.23949,-97.76535,2018,1,46.6,104,1,0,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.23949,-97.76535,2016,9,80.5,3,0,0,0,0,0,0,0,0,1,0,0,0
Local365,0,30.26719,-97.74695,2015,6,79.1,102,0,0,0,0,0,1,0,0,0,0,0,0
Walk Up,0,30.26686,-97.74945,2018,2,55.5,13,0,1,0,0,0,0,0,0,0,0,0,0
Weekender,0,30.26011,-97.73829,2017,11,63.9,20,0,0,0,0,0,0,0,0,0,0,1,0
Local365,1,30.26011,-97.73829,2017,2,63.7,7,0,1,0,0,0,0,0,0,0,0,0,0
Walk Up,1,30.26719,-97.74695,2017,5,75.5,23,0,0,0,0,1,0,0,0,0,0,0,0
Local365,0,30.25218,-97.7487,2018,3,64.7,39,0,0,1,0,0,0,0,0,0,0,0,0
Local365,1,30.26686,-97.74945,2018,2,55.5,9,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.26768,-97.74147,2019,2,56.0,3,0,1,0,0,0,0,0,0,0,0,0,0
Explorer,1,30.26204,-97.76143,2018,1,46.6,12,1,0,0,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.25527,-97.71635,2020,4,67.2,5,0,0,0,1,0,0,0,0,0,0,0,0
Walk Up,1,30.28585,-97.74182,2015,2,49.2,117,0,1,0,0,0,0,0,0,0,0,0,0
Local365,1,30.24251,-97.71755,2019,6,82.3,1,0,0,0,0,0,1,0,0,0,0,0,0
Explorer,0,30.25893,-97.71469,2015,3,58.2,1,0,0,1,0,0,0,0,0,0,0,0,0
Local30,0,30.26686,-97.74945,2019,8,87.2,13,0,0,0,0,0,0,0,1,0,0,0,0
Local30,0,30.27329,-97.73821,2017,3,67.4,1,0,0,1,0,0,0,0,0,0,0,0,0
Explorer,1,30.26976,-97.75316,2021,10,71.4,6,0,0,0,0,0,0,0,0,0,1,0,0
Local365,0,30.26979,-97.7308,2019,7,84.2,29,0,0,0,0,0,0,1,0,0,0,0,0
Weekender,0,30.26836,-97.73651,2018,4,64.8,12,0,0,0,1,0,0,0,0,0,0,0,0
U.T. Student Membership,1,30.28585,-97.74182,2019,4,68.2,35,0,0,0,1,0,0,0,0,0,0,0,0
Explorer,1,30.25218,-97.7487,2019,1,50.1,2,1,0,0,0,0,0,0,0,0,0,0,0
Local365,0,30.26993,-97.74212,2019,3,58.6,48,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,1,30.27267,-97.74083,2018,4,64.8,302,0,0,0,1,0,0,0,0,0,0,0,0
Weekender,1,30.26256,-97.76215,2015,10,71.9,13,0,0,0,0,0,0,0,0,0,1,0,0
Explorer,1,30.26386,-97.76365,2020,7,86.5,16,0,0,0,0,0,0,1,0,0,0,0,0
24 Hour Walk Up Pass,1,30.28978,-97.74026,2021,10,71.4,1,0,0,0,0,0,0,0,0,0,1,0,0
Local365,1,30.27972,-97.74232,2015,1,46.0,5,1,0,0,0,0,0,0,0,0,0,0,0
24 Hour Walk Up Pass,1,30.26709,-97.73933,2019,3,58.6,8,0,0,1,0,0,0,0,0,0,0,0,0
Walk Up,0,30.26709,-97.73933,2014,12,53.3,53,0,0,0,0,0,0,0,0,0,0,0,1
Explorer,0,30.28382,-97.74196,2017,5,75.5,1,0,0,0,0,1,0,0,0,0,0,0,0
